event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE04022,2026-05-06 02:27:00,WEST,ASSET_005,ALARM,LOW,89,GRID_FEED_2,2026-05-06 02:27:00
GE04023,2026-05-06 02:34:00,WEST,ASSET_035,OUTAGE,CRITICAL,118,GRID_FEED_2,2026-05-06 02:34:00
GE04024,2026-05-06 02:41:00,WEST,ASSET_033,MAINTENANCE,HIGH,109,GRID_FEED_2,2026-05-06 02:41:00
GE04025,2026-05-06 02:48:00,WEST,ASSET_023,ALARM,HIGH,44,GRID_FEED_2,2026-05-06 02:48:00
GE04026,2026-05-06 02:55:00,WEST,ASSET_003,ALARM,HIGH,17,GRID_FEED_2,2026-05-06 02:55:00
GE04027,2026-05-06 03:02:00,WEST,ASSET_031,FLUCTUATION,LOW,170,GRID_FEED_2,2026-05-06 03:02:00
GE04028,2026-05-06 03:09:00,WEST,ASSET_019,OUTAGE,HIGH,126,GRID_FEED_2,2026-05-06 03:09:00
GE04029,2026-05-06 03:16:00,WEST,ASSET_006,FLUCTUATION,LOW,73,GRID_FEED_2,2026-05-06 03:16:00
GE04030,2026-05-06 03:23:00,WEST,ASSET_017,FLUCTUATION,HIGH,72,GRID_FEED_2,2026-05-06 03:23:00
GE04031,2026-05-06 03:30:00,WEST,ASSET_017,OUTAGE,LOW,156,GRID_FEED_2,2026-05-06 03:30:00
GE04032,2026-05-06 03:37:00,WEST,ASSET_012,FLUCTUATION,CRITICAL,96,GRID_FEED_2,2026-05-06 03:37:00
GE04033,2026-05-06 03:44:00,WEST,ASSET_012,ALARM,MEDIUM,126,GRID_FEED_2,2026-05-06 03:44:00
GE04034,2026-05-06 03:51:00,WEST,ASSET_012,OUTAGE,HIGH,23,GRID_FEED_2,2026-05-06 03:51:00
GE04035,2026-05-06 03:58:00,WEST,ASSET_010,FLUCTUATION,CRITICAL,107,GRID_FEED_2,2026-05-06 03:58:00
GE04036,2026-05-06 04:05:00,WEST,ASSET_025,FLUCTUATION,CRITICAL,165,GRID_FEED_2,2026-05-06 04:05:00
GE04037,2026-05-06 04:12:00,WEST,ASSET_011,FLUCTUATION,HIGH,15,GRID_FEED_2,2026-05-06 04:12:00
GE04038,2026-05-06 04:19:00,WEST,ASSET_017,OUTAGE,LOW,44,GRID_FEED_2,2026-05-06 04:19:00
GE04039,2026-05-06 04:26:00,WEST,ASSET_030,MAINTENANCE,CRITICAL,79,GRID_FEED_2,2026-05-06 04:26:00
GE04040,2026-05-06 04:33:00,WEST,ASSET_031,FLUCTUATION,CRITICAL,176,GRID_FEED_2,2026-05-06 04:33:00
GE04041,2026-05-06 04:40:00,WEST,ASSET_025,MAINTENANCE,HIGH,39,GRID_FEED_2,2026-05-06 04:40:00
GE04042,2026-05-06 04:47:00,WEST,ASSET_034,MAINTENANCE,LOW,75,GRID_FEED_2,2026-05-06 04:47:00
GE04043,2026-05-06 04:54:00,WEST,ASSET_029,MAINTENANCE,HIGH,137,GRID_FEED_2,2026-05-06 04:54:00
GE04044,2026-05-06 05:01:00,WEST,ASSET_003,OUTAGE,HIGH,112,GRID_FEED_2,2026-05-06 05:01:00
GE04045,2026-05-06 05:08:00,WEST,ASSET_040,ALARM,HIGH,71,GRID_FEED_2,2026-05-06 05:08:00
GE04046,2026-05-06 05:15:00,WEST,ASSET_018,OUTAGE,HIGH,169,GRID_FEED_2,2026-05-06 05:15:00
GE04047,2026-05-06 05:22:00,WEST,ASSET_038,MAINTENANCE,CRITICAL,174,GRID_FEED_2,2026-05-06 05:22:00
GE04048,2026-05-06 05:29:00,WEST,ASSET_016,FLUCTUATION,HIGH,175,GRID_FEED_2,2026-05-06 05:29:00
GE04049,2026-05-06 05:36:00,WEST,ASSET_012,ALARM,LOW,174,GRID_FEED_2,2026-05-06 05:36:00
GE04050,2026-05-06 05:43:00,WEST,ASSET_001,OUTAGE,LOW,107,GRID_FEED_2,2026-05-06 05:43:00
