event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE14024,2026-05-09 02:41:00,WEST,ASSET_006,FLUCTUATION,LOW,148,GRID_FEED_2,2026-05-09 02:41:00
GE14025,2026-05-09 02:48:00,WEST,ASSET_020,OUTAGE,LOW,51,GRID_FEED_2,2026-05-09 02:48:00
GE14026,2026-05-09 02:55:00,WEST,ASSET_040,OUTAGE,MEDIUM,123,GRID_FEED_2,2026-05-09 02:55:00
GE14027,2026-05-09 03:02:00,WEST,ASSET_033,OUTAGE,LOW,170,GRID_FEED_2,2026-05-09 03:02:00
GE14028,2026-05-09 03:09:00,WEST,ASSET_035,FLUCTUATION,LOW,72,GRID_FEED_2,2026-05-09 03:09:00
GE14029,2026-05-09 03:16:00,WEST,ASSET_014,FLUCTUATION,CRITICAL,23,GRID_FEED_2,2026-05-09 03:16:00
GE14030,2026-05-09 03:23:00,WEST,ASSET_035,ALARM,CRITICAL,152,GRID_FEED_2,2026-05-09 03:23:00
GE14031,2026-05-09 03:30:00,WEST,ASSET_003,MAINTENANCE,LOW,89,GRID_FEED_2,2026-05-09 03:30:00
GE14032,2026-05-09 03:37:00,WEST,ASSET_028,FLUCTUATION,CRITICAL,8,GRID_FEED_2,2026-05-09 03:37:00
GE14033,2026-05-09 03:44:00,WEST,ASSET_034,ALARM,CRITICAL,67,GRID_FEED_2,2026-05-09 03:44:00
GE14034,2026-05-09 03:51:00,WEST,ASSET_006,OUTAGE,LOW,140,GRID_FEED_2,2026-05-09 03:51:00
GE14035,2026-05-09 03:58:00,WEST,ASSET_011,ALARM,MEDIUM,48,GRID_FEED_2,2026-05-09 03:58:00
GE14036,2026-05-09 04:05:00,WEST,ASSET_017,OUTAGE,MEDIUM,80,GRID_FEED_2,2026-05-09 04:05:00
GE14037,2026-05-09 04:12:00,WEST,ASSET_027,FLUCTUATION,LOW,159,GRID_FEED_2,2026-05-09 04:12:00
GE14038,2026-05-09 04:19:00,WEST,ASSET_021,FLUCTUATION,LOW,16,GRID_FEED_2,2026-05-09 04:19:00
GE14039,2026-05-09 04:26:00,WEST,ASSET_020,MAINTENANCE,LOW,83,GRID_FEED_2,2026-05-09 04:26:00
GE14040,2026-05-09 04:33:00,WEST,ASSET_010,MAINTENANCE,HIGH,68,GRID_FEED_2,2026-05-09 04:33:00
GE14041,2026-05-09 04:40:00,WEST,ASSET_025,OUTAGE,LOW,53,GRID_FEED_2,2026-05-09 04:40:00
GE14042,2026-05-09 04:47:00,WEST,ASSET_016,FLUCTUATION,CRITICAL,132,GRID_FEED_2,2026-05-09 04:47:00
GE14043,2026-05-09 04:54:00,WEST,ASSET_033,MAINTENANCE,LOW,70,GRID_FEED_2,2026-05-09 04:54:00
GE14044,2026-05-09 05:01:00,WEST,ASSET_004,ALARM,CRITICAL,143,GRID_FEED_2,2026-05-09 05:01:00
GE14045,2026-05-09 05:08:00,WEST,ASSET_027,OUTAGE,CRITICAL,9,GRID_FEED_2,2026-05-09 05:08:00
GE14046,2026-05-09 05:15:00,WEST,ASSET_027,FLUCTUATION,LOW,70,GRID_FEED_2,2026-05-09 05:15:00
GE14047,2026-05-09 05:22:00,WEST,ASSET_036,OUTAGE,MEDIUM,144,GRID_FEED_2,2026-05-09 05:22:00
GE14048,2026-05-09 05:29:00,WEST,ASSET_009,ALARM,CRITICAL,116,GRID_FEED_2,2026-05-09 05:29:00
GE14049,2026-05-09 05:36:00,WEST,ASSET_006,FLUCTUATION,MEDIUM,97,GRID_FEED_2,2026-05-09 05:36:00
GE14050,2026-05-09 05:43:00,WEST,ASSET_035,FLUCTUATION,MEDIUM,139,GRID_FEED_2,2026-05-09 05:43:00
