event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE02021,2026-05-05 02:20:00,SOUTH,ASSET_024,OUTAGE,LOW,78,GRID_FEED_2,2026-05-05 02:20:00
GE02022,2026-05-05 02:27:00,SOUTH,ASSET_021,ALARM,CRITICAL,19,GRID_FEED_2,2026-05-05 02:27:00
GE02023,2026-05-05 02:34:00,SOUTH,ASSET_028,OUTAGE,HIGH,122,GRID_FEED_2,2026-05-05 02:34:00
GE02024,2026-05-05 02:41:00,SOUTH,ASSET_009,OUTAGE,HIGH,86,GRID_FEED_2,2026-05-05 02:41:00
GE02025,2026-05-05 02:48:00,SOUTH,ASSET_034,MAINTENANCE,MEDIUM,180,GRID_FEED_2,2026-05-05 02:48:00
GE02026,2026-05-05 02:55:00,SOUTH,ASSET_014,OUTAGE,LOW,148,GRID_FEED_2,2026-05-05 02:55:00
GE02027,2026-05-05 03:02:00,SOUTH,ASSET_034,OUTAGE,CRITICAL,178,GRID_FEED_2,2026-05-05 03:02:00
GE02028,2026-05-05 03:09:00,SOUTH,ASSET_039,ALARM,CRITICAL,157,GRID_FEED_2,2026-05-05 03:09:00
GE02029,2026-05-05 03:16:00,SOUTH,ASSET_021,ALARM,HIGH,35,GRID_FEED_2,2026-05-05 03:16:00
GE02030,2026-05-05 03:23:00,SOUTH,ASSET_040,MAINTENANCE,CRITICAL,128,GRID_FEED_2,2026-05-05 03:23:00
GE02031,2026-05-05 03:30:00,SOUTH,ASSET_012,FLUCTUATION,HIGH,51,GRID_FEED_2,2026-05-05 03:30:00
GE02032,2026-05-05 03:37:00,SOUTH,ASSET_001,OUTAGE,LOW,121,GRID_FEED_2,2026-05-05 03:37:00
GE02033,2026-05-05 03:44:00,SOUTH,ASSET_008,FLUCTUATION,CRITICAL,107,GRID_FEED_2,2026-05-05 03:44:00
GE02034,2026-05-05 03:51:00,SOUTH,ASSET_003,ALARM,HIGH,145,GRID_FEED_2,2026-05-05 03:51:00
GE02035,2026-05-05 03:58:00,SOUTH,ASSET_014,OUTAGE,MEDIUM,178,GRID_FEED_2,2026-05-05 03:58:00
GE02036,2026-05-05 04:05:00,SOUTH,ASSET_019,ALARM,LOW,80,GRID_FEED_2,2026-05-05 04:05:00
GE02037,2026-05-05 04:12:00,SOUTH,ASSET_020,ALARM,LOW,31,GRID_FEED_2,2026-05-05 04:12:00
GE02038,2026-05-05 04:19:00,SOUTH,ASSET_022,ALARM,CRITICAL,147,GRID_FEED_2,2026-05-05 04:19:00
GE02039,2026-05-05 04:26:00,SOUTH,ASSET_040,OUTAGE,MEDIUM,51,GRID_FEED_2,2026-05-05 04:26:00
GE02040,2026-05-05 04:33:00,SOUTH,ASSET_022,ALARM,CRITICAL,123,GRID_FEED_2,2026-05-05 04:33:00
GE02041,2026-05-05 04:40:00,SOUTH,ASSET_003,FLUCTUATION,CRITICAL,41,GRID_FEED_2,2026-05-05 04:40:00
GE02042,2026-05-05 04:47:00,SOUTH,ASSET_030,ALARM,CRITICAL,107,GRID_FEED_2,2026-05-05 04:47:00
GE02043,2026-05-05 04:54:00,SOUTH,ASSET_004,ALARM,HIGH,144,GRID_FEED_2,2026-05-05 04:54:00
GE02044,2026-05-05 05:01:00,SOUTH,ASSET_035,OUTAGE,MEDIUM,149,GRID_FEED_2,2026-05-05 05:01:00
GE02045,2026-05-05 05:08:00,SOUTH,ASSET_022,ALARM,LOW,40,GRID_FEED_2,2026-05-05 05:08:00
GE02046,2026-05-05 05:15:00,SOUTH,ASSET_018,OUTAGE,HIGH,98,GRID_FEED_2,2026-05-05 05:15:00
GE02047,2026-05-05 05:22:00,SOUTH,ASSET_035,FLUCTUATION,CRITICAL,49,GRID_FEED_2,2026-05-05 05:22:00
GE02048,2026-05-05 05:29:00,SOUTH,ASSET_039,OUTAGE,HIGH,82,GRID_FEED_2,2026-05-05 05:29:00
GE02049,2026-05-05 05:36:00,SOUTH,ASSET_003,ALARM,CRITICAL,24,GRID_FEED_2,2026-05-05 05:36:00
GE02050,2026-05-05 05:43:00,SOUTH,ASSET_032,FLUCTUATION,HIGH,117,GRID_FEED_2,2026-05-05 05:43:00
