event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE03024,2026-05-05 02:41:00,EAST,ASSET_037,FLUCTUATION,LOW,180,GRID_FEED_1,2026-05-05 02:41:00
GE03025,2026-05-05 02:48:00,EAST,ASSET_030,OUTAGE,CRITICAL,81,GRID_FEED_1,2026-05-05 02:48:00
GE03026,2026-05-05 02:55:00,EAST,ASSET_030,MAINTENANCE,MEDIUM,59,GRID_FEED_1,2026-05-05 02:55:00
GE03027,2026-05-05 03:02:00,EAST,ASSET_010,ALARM,HIGH,102,GRID_FEED_1,2026-05-05 03:02:00
GE03028,2026-05-05 03:09:00,EAST,ASSET_012,ALARM,HIGH,118,GRID_FEED_1,2026-05-05 03:09:00
GE03029,2026-05-05 03:16:00,EAST,ASSET_032,OUTAGE,LOW,123,GRID_FEED_1,2026-05-05 03:16:00
GE03030,2026-05-05 03:23:00,EAST,ASSET_008,ALARM,CRITICAL,120,GRID_FEED_1,2026-05-05 03:23:00
GE03031,2026-05-05 03:30:00,EAST,ASSET_011,ALARM,HIGH,156,GRID_FEED_1,2026-05-05 03:30:00
GE03032,2026-05-05 03:37:00,EAST,ASSET_037,FLUCTUATION,LOW,105,GRID_FEED_1,2026-05-05 03:37:00
GE03033,2026-05-05 03:44:00,EAST,ASSET_007,ALARM,LOW,79,GRID_FEED_1,2026-05-05 03:44:00
GE03034,2026-05-05 03:51:00,EAST,ASSET_035,MAINTENANCE,CRITICAL,153,GRID_FEED_1,2026-05-05 03:51:00
GE03035,2026-05-05 03:58:00,EAST,ASSET_027,FLUCTUATION,MEDIUM,142,GRID_FEED_1,2026-05-05 03:58:00
GE03036,2026-05-05 04:05:00,EAST,ASSET_011,MAINTENANCE,CRITICAL,18,GRID_FEED_1,2026-05-05 04:05:00
GE03037,2026-05-05 04:12:00,EAST,ASSET_022,FLUCTUATION,CRITICAL,113,GRID_FEED_1,2026-05-05 04:12:00
GE03038,2026-05-05 04:19:00,EAST,ASSET_037,ALARM,MEDIUM,46,GRID_FEED_1,2026-05-05 04:19:00
GE03039,2026-05-05 04:26:00,EAST,ASSET_005,MAINTENANCE,LOW,153,GRID_FEED_1,2026-05-05 04:26:00
GE03040,2026-05-05 04:33:00,EAST,ASSET_039,MAINTENANCE,HIGH,144,GRID_FEED_1,2026-05-05 04:33:00
GE03041,2026-05-05 04:40:00,EAST,ASSET_007,MAINTENANCE,MEDIUM,80,GRID_FEED_1,2026-05-05 04:40:00
GE03042,2026-05-05 04:47:00,EAST,ASSET_026,OUTAGE,LOW,177,GRID_FEED_1,2026-05-05 04:47:00
GE03043,2026-05-05 04:54:00,EAST,ASSET_039,MAINTENANCE,HIGH,128,GRID_FEED_1,2026-05-05 04:54:00
GE03044,2026-05-05 05:01:00,EAST,ASSET_004,OUTAGE,MEDIUM,37,GRID_FEED_1,2026-05-05 05:01:00
GE03045,2026-05-05 05:08:00,EAST,ASSET_038,OUTAGE,MEDIUM,171,GRID_FEED_1,2026-05-05 05:08:00
GE03046,2026-05-05 05:15:00,EAST,ASSET_010,MAINTENANCE,HIGH,101,GRID_FEED_1,2026-05-05 05:15:00
GE03047,2026-05-05 05:22:00,EAST,ASSET_040,MAINTENANCE,MEDIUM,54,GRID_FEED_1,2026-05-05 05:22:00
GE03048,2026-05-05 05:29:00,EAST,ASSET_021,ALARM,HIGH,113,GRID_FEED_1,2026-05-05 05:29:00
GE03049,2026-05-05 05:36:00,EAST,ASSET_023,OUTAGE,LOW,158,GRID_FEED_1,2026-05-05 05:36:00
GE03050,2026-05-05 05:43:00,EAST,ASSET_033,MAINTENANCE,MEDIUM,77,GRID_FEED_1,2026-05-05 05:43:00
