event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE09035,2026-05-07 03:58:00,WEST,ASSET_027,ALARM,LOW,171,GRID_FEED_1,2026-05-07 03:58:00
GE09036,2026-05-07 04:05:00,WEST,ASSET_016,FLUCTUATION,MEDIUM,167,GRID_FEED_1,2026-05-07 04:05:00
GE09037,2026-05-07 04:12:00,WEST,ASSET_020,OUTAGE,LOW,80,GRID_FEED_1,2026-05-07 04:12:00
GE09038,2026-05-07 04:19:00,WEST,ASSET_008,ALARM,MEDIUM,7,GRID_FEED_1,2026-05-07 04:19:00
GE09039,2026-05-07 04:26:00,WEST,ASSET_035,ALARM,LOW,119,GRID_FEED_1,2026-05-07 04:26:00
GE09040,2026-05-07 04:33:00,WEST,ASSET_028,MAINTENANCE,HIGH,7,GRID_FEED_1,2026-05-07 04:33:00
GE09041,2026-05-07 04:40:00,WEST,ASSET_031,OUTAGE,HIGH,98,GRID_FEED_1,2026-05-07 04:40:00
GE09042,2026-05-07 04:47:00,WEST,ASSET_037,MAINTENANCE,HIGH,148,GRID_FEED_1,2026-05-07 04:47:00
GE09043,2026-05-07 04:54:00,WEST,ASSET_007,MAINTENANCE,LOW,178,GRID_FEED_1,2026-05-07 04:54:00
GE09044,2026-05-07 05:01:00,WEST,ASSET_014,ALARM,CRITICAL,130,GRID_FEED_1,2026-05-07 05:01:00
GE09045,2026-05-07 05:08:00,WEST,ASSET_022,FLUCTUATION,HIGH,95,GRID_FEED_1,2026-05-07 05:08:00
GE09046,2026-05-07 05:15:00,WEST,ASSET_028,FLUCTUATION,CRITICAL,164,GRID_FEED_1,2026-05-07 05:15:00
GE09047,2026-05-07 05:22:00,WEST,ASSET_005,FLUCTUATION,HIGH,69,GRID_FEED_1,2026-05-07 05:22:00
GE09048,2026-05-07 05:29:00,WEST,ASSET_004,ALARM,CRITICAL,59,GRID_FEED_1,2026-05-07 05:29:00
GE09049,2026-05-07 05:36:00,WEST,ASSET_040,OUTAGE,LOW,153,GRID_FEED_1,2026-05-07 05:36:00
GE09050,2026-05-07 05:43:00,WEST,ASSET_022,ALARM,LOW,147,GRID_FEED_1,2026-05-07 05:43:00
