event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE11017,2026-05-08 01:52:00,NORTH,ASSET_031,FLUCTUATION,HIGH,179,GRID_FEED_1,2026-05-08 01:52:00
GE11018,2026-05-08 01:59:00,NORTH,ASSET_026,FLUCTUATION,CRITICAL,110,GRID_FEED_1,2026-05-08 01:59:00
GE11019,2026-05-08 02:06:00,NORTH,ASSET_039,ALARM,LOW,26,GRID_FEED_1,2026-05-08 02:06:00
GE11020,2026-05-08 02:13:00,NORTH,ASSET_036,OUTAGE,LOW,87,GRID_FEED_1,2026-05-08 02:13:00
GE11021,2026-05-08 02:20:00,NORTH,ASSET_016,MAINTENANCE,HIGH,157,GRID_FEED_1,2026-05-08 02:20:00
GE11022,2026-05-08 02:27:00,NORTH,ASSET_039,OUTAGE,LOW,66,GRID_FEED_1,2026-05-08 02:27:00
GE11023,2026-05-08 02:34:00,NORTH,ASSET_033,MAINTENANCE,HIGH,103,GRID_FEED_1,2026-05-08 02:34:00
GE11024,2026-05-08 02:41:00,NORTH,ASSET_024,FLUCTUATION,LOW,150,GRID_FEED_1,2026-05-08 02:41:00
GE11025,2026-05-08 02:48:00,NORTH,ASSET_012,ALARM,MEDIUM,130,GRID_FEED_1,2026-05-08 02:48:00
GE11026,2026-05-08 02:55:00,NORTH,ASSET_032,ALARM,CRITICAL,35,GRID_FEED_1,2026-05-08 02:55:00
GE11027,2026-05-08 03:02:00,NORTH,ASSET_006,ALARM,CRITICAL,38,GRID_FEED_1,2026-05-08 03:02:00
GE11028,2026-05-08 03:09:00,NORTH,ASSET_017,OUTAGE,HIGH,13,GRID_FEED_1,2026-05-08 03:09:00
GE11029,2026-05-08 03:16:00,NORTH,ASSET_009,MAINTENANCE,HIGH,94,GRID_FEED_1,2026-05-08 03:16:00
GE11030,2026-05-08 03:23:00,NORTH,ASSET_028,ALARM,HIGH,158,GRID_FEED_1,2026-05-08 03:23:00
GE11031,2026-05-08 03:30:00,NORTH,ASSET_017,ALARM,CRITICAL,44,GRID_FEED_1,2026-05-08 03:30:00
GE11032,2026-05-08 03:37:00,NORTH,ASSET_021,MAINTENANCE,MEDIUM,144,GRID_FEED_1,2026-05-08 03:37:00
GE11033,2026-05-08 03:44:00,NORTH,ASSET_029,OUTAGE,MEDIUM,40,GRID_FEED_1,2026-05-08 03:44:00
GE11034,2026-05-08 03:51:00,NORTH,ASSET_004,FLUCTUATION,MEDIUM,11,GRID_FEED_1,2026-05-08 03:51:00
GE11035,2026-05-08 03:58:00,NORTH,ASSET_031,ALARM,MEDIUM,121,GRID_FEED_1,2026-05-08 03:58:00
GE11036,2026-05-08 04:05:00,NORTH,ASSET_028,OUTAGE,CRITICAL,12,GRID_FEED_1,2026-05-08 04:05:00
GE11037,2026-05-08 04:12:00,NORTH,ASSET_029,ALARM,CRITICAL,119,GRID_FEED_1,2026-05-08 04:12:00
GE11038,2026-05-08 04:19:00,NORTH,ASSET_032,OUTAGE,MEDIUM,33,GRID_FEED_1,2026-05-08 04:19:00
GE11039,2026-05-08 04:26:00,NORTH,ASSET_023,OUTAGE,MEDIUM,74,GRID_FEED_1,2026-05-08 04:26:00
GE11040,2026-05-08 04:33:00,NORTH,ASSET_012,FLUCTUATION,HIGH,146,GRID_FEED_1,2026-05-08 04:33:00
GE11041,2026-05-08 04:40:00,NORTH,ASSET_038,FLUCTUATION,LOW,136,GRID_FEED_1,2026-05-08 04:40:00
GE11042,2026-05-08 04:47:00,NORTH,ASSET_037,FLUCTUATION,CRITICAL,21,GRID_FEED_1,2026-05-08 04:47:00
GE11043,2026-05-08 04:54:00,NORTH,ASSET_016,MAINTENANCE,LOW,86,GRID_FEED_1,2026-05-08 04:54:00
GE11044,2026-05-08 05:01:00,NORTH,ASSET_002,ALARM,LOW,102,GRID_FEED_1,2026-05-08 05:01:00
GE11045,2026-05-08 05:08:00,NORTH,ASSET_024,OUTAGE,HIGH,41,GRID_FEED_1,2026-05-08 05:08:00
GE11046,2026-05-08 05:15:00,NORTH,ASSET_002,OUTAGE,CRITICAL,170,GRID_FEED_1,2026-05-08 05:15:00
GE11047,2026-05-08 05:22:00,NORTH,ASSET_031,MAINTENANCE,HIGH,154,GRID_FEED_1,2026-05-08 05:22:00
GE11048,2026-05-08 05:29:00,NORTH,ASSET_001,ALARM,LOW,169,GRID_FEED_1,2026-05-08 05:29:00
GE11049,2026-05-08 05:36:00,NORTH,ASSET_040,MAINTENANCE,HIGH,147,GRID_FEED_1,2026-05-08 05:36:00
GE11050,2026-05-08 05:43:00,NORTH,ASSET_009,FLUCTUATION,LOW,166,GRID_FEED_1,2026-05-08 05:43:00
