event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE15018,2026-05-09 01:59:00,CENTRAL,ASSET_023,MAINTENANCE,MEDIUM,180,GRID_FEED_1,2026-05-09 01:59:00
GE15019,2026-05-09 02:06:00,CENTRAL,ASSET_001,OUTAGE,CRITICAL,96,GRID_FEED_1,2026-05-09 02:06:00
GE15020,2026-05-09 02:13:00,CENTRAL,ASSET_013,MAINTENANCE,LOW,58,GRID_FEED_1,2026-05-09 02:13:00
GE15021,2026-05-09 02:20:00,CENTRAL,ASSET_002,ALARM,HIGH,51,GRID_FEED_1,2026-05-09 02:20:00
GE15022,2026-05-09 02:27:00,CENTRAL,ASSET_006,ALARM,MEDIUM,61,GRID_FEED_1,2026-05-09 02:27:00
GE15023,2026-05-09 02:34:00,CENTRAL,ASSET_032,ALARM,LOW,73,GRID_FEED_1,2026-05-09 02:34:00
GE15024,2026-05-09 02:41:00,CENTRAL,ASSET_032,FLUCTUATION,LOW,52,GRID_FEED_1,2026-05-09 02:41:00
GE15025,2026-05-09 02:48:00,CENTRAL,ASSET_026,OUTAGE,HIGH,147,GRID_FEED_1,2026-05-09 02:48:00
GE15026,2026-05-09 02:55:00,CENTRAL,ASSET_033,MAINTENANCE,MEDIUM,143,GRID_FEED_1,2026-05-09 02:55:00
GE15027,2026-05-09 03:02:00,CENTRAL,ASSET_013,FLUCTUATION,LOW,152,GRID_FEED_1,2026-05-09 03:02:00
GE15028,2026-05-09 03:09:00,CENTRAL,ASSET_009,OUTAGE,MEDIUM,68,GRID_FEED_1,2026-05-09 03:09:00
GE15029,2026-05-09 03:16:00,CENTRAL,ASSET_037,FLUCTUATION,HIGH,51,GRID_FEED_1,2026-05-09 03:16:00
GE15030,2026-05-09 03:23:00,CENTRAL,ASSET_002,ALARM,CRITICAL,2,GRID_FEED_1,2026-05-09 03:23:00
GE15031,2026-05-09 03:30:00,CENTRAL,ASSET_028,OUTAGE,HIGH,112,GRID_FEED_1,2026-05-09 03:30:00
GE15032,2026-05-09 03:37:00,CENTRAL,ASSET_027,ALARM,LOW,176,GRID_FEED_1,2026-05-09 03:37:00
GE15033,2026-05-09 03:44:00,CENTRAL,ASSET_034,MAINTENANCE,CRITICAL,94,GRID_FEED_1,2026-05-09 03:44:00
GE15034,2026-05-09 03:51:00,CENTRAL,ASSET_034,OUTAGE,MEDIUM,14,GRID_FEED_1,2026-05-09 03:51:00
GE15035,2026-05-09 03:58:00,CENTRAL,ASSET_018,MAINTENANCE,CRITICAL,82,GRID_FEED_1,2026-05-09 03:58:00
GE15036,2026-05-09 04:05:00,CENTRAL,ASSET_001,MAINTENANCE,MEDIUM,87,GRID_FEED_1,2026-05-09 04:05:00
GE15037,2026-05-09 04:12:00,CENTRAL,ASSET_006,OUTAGE,MEDIUM,178,GRID_FEED_1,2026-05-09 04:12:00
GE15038,2026-05-09 04:19:00,CENTRAL,ASSET_028,OUTAGE,MEDIUM,52,GRID_FEED_1,2026-05-09 04:19:00
GE15039,2026-05-09 04:26:00,CENTRAL,ASSET_011,ALARM,HIGH,18,GRID_FEED_1,2026-05-09 04:26:00
GE15040,2026-05-09 04:33:00,CENTRAL,ASSET_007,OUTAGE,CRITICAL,112,GRID_FEED_1,2026-05-09 04:33:00
GE15041,2026-05-09 04:40:00,CENTRAL,ASSET_002,ALARM,HIGH,65,GRID_FEED_1,2026-05-09 04:40:00
GE15042,2026-05-09 04:47:00,CENTRAL,ASSET_007,MAINTENANCE,MEDIUM,89,GRID_FEED_1,2026-05-09 04:47:00
GE15043,2026-05-09 04:54:00,CENTRAL,ASSET_004,ALARM,MEDIUM,20,GRID_FEED_1,2026-05-09 04:54:00
GE15044,2026-05-09 05:01:00,CENTRAL,ASSET_039,MAINTENANCE,LOW,162,GRID_FEED_1,2026-05-09 05:01:00
GE15045,2026-05-09 05:08:00,CENTRAL,ASSET_029,OUTAGE,LOW,17,GRID_FEED_1,2026-05-09 05:08:00
GE15046,2026-05-09 05:15:00,CENTRAL,ASSET_003,MAINTENANCE,HIGH,179,GRID_FEED_1,2026-05-09 05:15:00
GE15047,2026-05-09 05:22:00,CENTRAL,ASSET_005,FLUCTUATION,LOW,115,GRID_FEED_1,2026-05-09 05:22:00
GE15048,2026-05-09 05:29:00,CENTRAL,ASSET_004,ALARM,CRITICAL,18,GRID_FEED_1,2026-05-09 05:29:00
GE15049,2026-05-09 05:36:00,CENTRAL,ASSET_007,OUTAGE,LOW,77,GRID_FEED_1,2026-05-09 05:36:00
GE15050,2026-05-09 05:43:00,CENTRAL,ASSET_025,MAINTENANCE,LOW,160,GRID_FEED_1,2026-05-09 05:43:00
