event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE06030,2026-05-06 03:23:00,NORTH,ASSET_036,FLUCTUATION,LOW,107,GRID_FEED_2,2026-05-06 03:23:00
GE06031,2026-05-06 03:30:00,NORTH,ASSET_034,MAINTENANCE,MEDIUM,153,GRID_FEED_2,2026-05-06 03:30:00
GE06032,2026-05-06 03:37:00,NORTH,ASSET_031,MAINTENANCE,HIGH,5,GRID_FEED_2,2026-05-06 03:37:00
GE06033,2026-05-06 03:44:00,NORTH,ASSET_028,FLUCTUATION,MEDIUM,85,GRID_FEED_2,2026-05-06 03:44:00
GE06034,2026-05-06 03:51:00,NORTH,ASSET_028,FLUCTUATION,MEDIUM,148,GRID_FEED_2,2026-05-06 03:51:00
GE06035,2026-05-06 03:58:00,NORTH,ASSET_001,MAINTENANCE,LOW,12,GRID_FEED_2,2026-05-06 03:58:00
GE06036,2026-05-06 04:05:00,NORTH,ASSET_031,OUTAGE,CRITICAL,137,GRID_FEED_2,2026-05-06 04:05:00
GE06037,2026-05-06 04:12:00,NORTH,ASSET_026,MAINTENANCE,LOW,117,GRID_FEED_2,2026-05-06 04:12:00
GE06038,2026-05-06 04:19:00,NORTH,ASSET_032,FLUCTUATION,LOW,144,GRID_FEED_2,2026-05-06 04:19:00
GE06039,2026-05-06 04:26:00,NORTH,ASSET_001,MAINTENANCE,MEDIUM,35,GRID_FEED_2,2026-05-06 04:26:00
GE06040,2026-05-06 04:33:00,NORTH,ASSET_023,ALARM,MEDIUM,167,GRID_FEED_2,2026-05-06 04:33:00
GE06041,2026-05-06 04:40:00,NORTH,ASSET_006,OUTAGE,CRITICAL,173,GRID_FEED_2,2026-05-06 04:40:00
GE06042,2026-05-06 04:47:00,NORTH,ASSET_020,FLUCTUATION,CRITICAL,148,GRID_FEED_2,2026-05-06 04:47:00
GE06043,2026-05-06 04:54:00,NORTH,ASSET_038,OUTAGE,CRITICAL,120,GRID_FEED_2,2026-05-06 04:54:00
GE06044,2026-05-06 05:01:00,NORTH,ASSET_009,MAINTENANCE,MEDIUM,96,GRID_FEED_2,2026-05-06 05:01:00
GE06045,2026-05-06 05:08:00,NORTH,ASSET_030,OUTAGE,LOW,100,GRID_FEED_2,2026-05-06 05:08:00
GE06046,2026-05-06 05:15:00,NORTH,ASSET_022,OUTAGE,HIGH,111,GRID_FEED_2,2026-05-06 05:15:00
GE06047,2026-05-06 05:22:00,NORTH,ASSET_018,FLUCTUATION,LOW,160,GRID_FEED_2,2026-05-06 05:22:00
GE06048,2026-05-06 05:29:00,NORTH,ASSET_022,OUTAGE,HIGH,15,GRID_FEED_2,2026-05-06 05:29:00
GE06049,2026-05-06 05:36:00,NORTH,ASSET_008,MAINTENANCE,HIGH,121,GRID_FEED_2,2026-05-06 05:36:00
GE06050,2026-05-06 05:43:00,NORTH,ASSET_040,OUTAGE,HIGH,95,GRID_FEED_2,2026-05-06 05:43:00
