event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE12018,2026-05-08 01:59:00,SOUTH,ASSET_037,OUTAGE,LOW,13,GRID_FEED_2,2026-05-08 01:59:00
GE12019,2026-05-08 02:06:00,SOUTH,ASSET_033,OUTAGE,CRITICAL,107,GRID_FEED_2,2026-05-08 02:06:00
GE12020,2026-05-08 02:13:00,SOUTH,ASSET_007,MAINTENANCE,HIGH,92,GRID_FEED_2,2026-05-08 02:13:00
GE12021,2026-05-08 02:20:00,SOUTH,ASSET_017,OUTAGE,LOW,31,GRID_FEED_2,2026-05-08 02:20:00
GE12022,2026-05-08 02:27:00,SOUTH,ASSET_030,FLUCTUATION,MEDIUM,102,GRID_FEED_2,2026-05-08 02:27:00
GE12023,2026-05-08 02:34:00,SOUTH,ASSET_003,OUTAGE,CRITICAL,78,GRID_FEED_2,2026-05-08 02:34:00
GE12024,2026-05-08 02:41:00,SOUTH,ASSET_021,MAINTENANCE,CRITICAL,161,GRID_FEED_2,2026-05-08 02:41:00
GE12025,2026-05-08 02:48:00,SOUTH,ASSET_017,ALARM,MEDIUM,56,GRID_FEED_2,2026-05-08 02:48:00
GE12026,2026-05-08 02:55:00,SOUTH,ASSET_012,OUTAGE,HIGH,174,GRID_FEED_2,2026-05-08 02:55:00
GE12027,2026-05-08 03:02:00,SOUTH,ASSET_007,MAINTENANCE,LOW,3,GRID_FEED_2,2026-05-08 03:02:00
GE12028,2026-05-08 03:09:00,SOUTH,ASSET_026,OUTAGE,LOW,45,GRID_FEED_2,2026-05-08 03:09:00
GE12029,2026-05-08 03:16:00,SOUTH,ASSET_031,MAINTENANCE,CRITICAL,170,GRID_FEED_2,2026-05-08 03:16:00
GE12030,2026-05-08 03:23:00,SOUTH,ASSET_039,MAINTENANCE,HIGH,160,GRID_FEED_2,2026-05-08 03:23:00
GE12031,2026-05-08 03:30:00,SOUTH,ASSET_040,ALARM,CRITICAL,79,GRID_FEED_2,2026-05-08 03:30:00
GE12032,2026-05-08 03:37:00,SOUTH,ASSET_006,FLUCTUATION,MEDIUM,5,GRID_FEED_2,2026-05-08 03:37:00
GE12033,2026-05-08 03:44:00,SOUTH,ASSET_013,OUTAGE,LOW,180,GRID_FEED_2,2026-05-08 03:44:00
GE12034,2026-05-08 03:51:00,SOUTH,ASSET_013,OUTAGE,MEDIUM,125,GRID_FEED_2,2026-05-08 03:51:00
GE12035,2026-05-08 03:58:00,SOUTH,ASSET_010,FLUCTUATION,CRITICAL,162,GRID_FEED_2,2026-05-08 03:58:00
GE12036,2026-05-08 04:05:00,SOUTH,ASSET_035,FLUCTUATION,LOW,79,GRID_FEED_2,2026-05-08 04:05:00
GE12037,2026-05-08 04:12:00,SOUTH,ASSET_030,FLUCTUATION,CRITICAL,110,GRID_FEED_2,2026-05-08 04:12:00
GE12038,2026-05-08 04:19:00,SOUTH,ASSET_002,OUTAGE,MEDIUM,41,GRID_FEED_2,2026-05-08 04:19:00
GE12039,2026-05-08 04:26:00,SOUTH,ASSET_029,MAINTENANCE,CRITICAL,7,GRID_FEED_2,2026-05-08 04:26:00
GE12040,2026-05-08 04:33:00,SOUTH,ASSET_029,FLUCTUATION,MEDIUM,77,GRID_FEED_2,2026-05-08 04:33:00
GE12041,2026-05-08 04:40:00,SOUTH,ASSET_037,MAINTENANCE,LOW,87,GRID_FEED_2,2026-05-08 04:40:00
GE12042,2026-05-08 04:47:00,SOUTH,ASSET_001,OUTAGE,CRITICAL,108,GRID_FEED_2,2026-05-08 04:47:00
GE12043,2026-05-08 04:54:00,SOUTH,ASSET_032,ALARM,LOW,126,GRID_FEED_2,2026-05-08 04:54:00
GE12044,2026-05-08 05:01:00,SOUTH,ASSET_026,MAINTENANCE,CRITICAL,61,GRID_FEED_2,2026-05-08 05:01:00
GE12045,2026-05-08 05:08:00,SOUTH,ASSET_004,OUTAGE,CRITICAL,149,GRID_FEED_2,2026-05-08 05:08:00
GE12046,2026-05-08 05:15:00,SOUTH,ASSET_021,OUTAGE,HIGH,167,GRID_FEED_2,2026-05-08 05:15:00
GE12047,2026-05-08 05:22:00,SOUTH,ASSET_027,MAINTENANCE,LOW,128,GRID_FEED_2,2026-05-08 05:22:00
GE12048,2026-05-08 05:29:00,SOUTH,ASSET_040,ALARM,CRITICAL,180,GRID_FEED_2,2026-05-08 05:29:00
GE12049,2026-05-08 05:36:00,SOUTH,ASSET_028,OUTAGE,MEDIUM,75,GRID_FEED_2,2026-05-08 05:36:00
GE12050,2026-05-08 05:43:00,SOUTH,ASSET_013,MAINTENANCE,HIGH,114,GRID_FEED_2,2026-05-08 05:43:00
