event_id,event_ts,region,asset_id,event_type,severity,duration_minutes,source_system,last_updated_ts
GE07034,2026-05-07 03:51:00,SOUTH,ASSET_008,MAINTENANCE,LOW,37,GRID_FEED_1,2026-05-07 03:51:00
GE07035,2026-05-07 03:58:00,SOUTH,ASSET_036,OUTAGE,HIGH,8,GRID_FEED_1,2026-05-07 03:58:00
GE07036,2026-05-07 04:05:00,SOUTH,ASSET_026,FLUCTUATION,CRITICAL,93,GRID_FEED_1,2026-05-07 04:05:00
GE07037,2026-05-07 04:12:00,SOUTH,ASSET_006,ALARM,LOW,157,GRID_FEED_1,2026-05-07 04:12:00
GE07038,2026-05-07 04:19:00,SOUTH,ASSET_013,FLUCTUATION,HIGH,52,GRID_FEED_1,2026-05-07 04:19:00
GE07039,2026-05-07 04:26:00,SOUTH,ASSET_002,OUTAGE,CRITICAL,175,GRID_FEED_1,2026-05-07 04:26:00
GE07040,2026-05-07 04:33:00,SOUTH,ASSET_006,MAINTENANCE,MEDIUM,127,GRID_FEED_1,2026-05-07 04:33:00
GE07041,2026-05-07 04:40:00,SOUTH,ASSET_021,OUTAGE,HIGH,103,GRID_FEED_1,2026-05-07 04:40:00
GE07042,2026-05-07 04:47:00,SOUTH,ASSET_010,MAINTENANCE,HIGH,100,GRID_FEED_1,2026-05-07 04:47:00
GE07043,2026-05-07 04:54:00,SOUTH,ASSET_024,OUTAGE,HIGH,90,GRID_FEED_1,2026-05-07 04:54:00
GE07044,2026-05-07 05:01:00,SOUTH,ASSET_023,ALARM,CRITICAL,145,GRID_FEED_1,2026-05-07 05:01:00
GE07045,2026-05-07 05:08:00,SOUTH,ASSET_006,FLUCTUATION,CRITICAL,108,GRID_FEED_1,2026-05-07 05:08:00
GE07046,2026-05-07 05:15:00,SOUTH,ASSET_029,ALARM,MEDIUM,110,GRID_FEED_1,2026-05-07 05:15:00
GE07047,2026-05-07 05:22:00,SOUTH,ASSET_027,FLUCTUATION,LOW,38,GRID_FEED_1,2026-05-07 05:22:00
GE07048,2026-05-07 05:29:00,SOUTH,ASSET_014,ALARM,CRITICAL,136,GRID_FEED_1,2026-05-07 05:29:00
GE07049,2026-05-07 05:36:00,SOUTH,ASSET_022,OUTAGE,CRITICAL,24,GRID_FEED_1,2026-05-07 05:36:00
GE07050,2026-05-07 05:43:00,SOUTH,ASSET_001,MAINTENANCE,HIGH,108,GRID_FEED_1,2026-05-07 05:43:00
