event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-09,CENTRAL,22.0,7.8,4.8,LOW,WEATHER_FEED_1,2026-05-09 03:40:00
2026-05-09,CENTRAL,19.5,40.6,9.5,LOW,WEATHER_FEED_1,2026-05-09 03:50:00
2026-05-09,CENTRAL,11.6,49.7,8.4,LOW,WEATHER_FEED_1,2026-05-09 04:00:00
2026-05-09,CENTRAL,15.0,18.6,8.8,HIGH,WEATHER_FEED_1,2026-05-09 04:10:00
2026-05-09,CENTRAL,8.2,43.6,11.1,MEDIUM,WEATHER_FEED_1,2026-05-09 04:20:00
2026-05-09,CENTRAL,7.1,45.5,5.0,LOW,WEATHER_FEED_1,2026-05-09 04:30:00
2026-05-09,CENTRAL,23.8,14.8,7.8,HIGH,WEATHER_FEED_1,2026-05-09 04:40:00
2026-05-09,CENTRAL,25.7,36.0,7.6,LOW,WEATHER_FEED_1,2026-05-09 04:50:00
2026-05-09,CENTRAL,5.8,5.1,6.5,LOW,WEATHER_FEED_1,2026-05-09 05:00:00
2026-05-09,CENTRAL,6.5,39.3,1.8,HIGH,WEATHER_FEED_1,2026-05-09 05:10:00
2026-05-09,CENTRAL,19.4,23.4,5.3,HIGH,WEATHER_FEED_1,2026-05-09 05:20:00
2026-05-09,CENTRAL,14.4,7.7,5.2,MEDIUM,WEATHER_FEED_1,2026-05-09 05:30:00
2026-05-09,CENTRAL,0.7,20.5,5.7,HIGH,WEATHER_FEED_1,2026-05-09 05:40:00
2026-05-09,CENTRAL,-2.4,23.8,1.0,HIGH,WEATHER_FEED_1,2026-05-09 05:50:00
2026-05-09,CENTRAL,9.9,39.3,9.1,MEDIUM,WEATHER_FEED_1,2026-05-09 06:00:00
2026-05-09,CENTRAL,13.9,28.4,7.8,LOW,WEATHER_FEED_1,2026-05-09 06:10:00
2026-05-09,CENTRAL,14.0,54.8,6.3,LOW,WEATHER_FEED_1,2026-05-09 06:20:00
2026-05-09,CENTRAL,-1.7,43.4,3.9,HIGH,WEATHER_FEED_1,2026-05-09 06:30:00
2026-05-09,CENTRAL,-1.1,37.9,5.1,MEDIUM,WEATHER_FEED_1,2026-05-09 06:40:00
2026-05-09,CENTRAL,2.1,20.9,7.9,MEDIUM,WEATHER_FEED_1,2026-05-09 06:50:00
2026-05-09,CENTRAL,1.4,21.2,9.9,MEDIUM,WEATHER_FEED_1,2026-05-09 07:00:00
2026-05-09,CENTRAL,15.9,25.9,11.1,LOW,WEATHER_FEED_1,2026-05-09 07:10:00
2026-05-09,CENTRAL,2.4,22.4,9.1,LOW,WEATHER_FEED_1,2026-05-09 07:20:00
2026-05-09,CENTRAL,-0.4,5.8,11.4,LOW,WEATHER_FEED_1,2026-05-09 07:30:00
2026-05-09,CENTRAL,23.8,45.6,0.2,HIGH,WEATHER_FEED_1,2026-05-09 07:40:00
2026-05-09,CENTRAL,21.7,18.9,5.7,MEDIUM,WEATHER_FEED_1,2026-05-09 07:50:00
2026-05-09,CENTRAL,2.7,31.0,2.4,HIGH,WEATHER_FEED_1,2026-05-09 08:00:00
2026-05-09,CENTRAL,20.0,31.5,7.5,LOW,WEATHER_FEED_1,2026-05-09 08:10:00
