event_date,region,temperature_c,wind_speed_kmh,precipitation_mm,weather_alert_level,source_system,last_updated_ts
2026-05-05,SOUTH,10.8,39.8,5.3,MEDIUM,WEATHER_FEED_2,2026-05-05 05:50:00
2026-05-05,SOUTH,22.6,6.6,10.2,MEDIUM,WEATHER_FEED_2,2026-05-05 06:00:00
2026-05-05,SOUTH,17.5,10.2,3.6,MEDIUM,WEATHER_FEED_2,2026-05-05 06:10:00
2026-05-05,SOUTH,17.1,40.2,9.5,LOW,WEATHER_FEED_2,2026-05-05 06:20:00
2026-05-05,SOUTH,10.4,34.1,7.0,HIGH,WEATHER_FEED_2,2026-05-05 06:30:00
2026-05-05,SOUTH,12.2,50.9,8.3,HIGH,WEATHER_FEED_2,2026-05-05 06:40:00
2026-05-05,SOUTH,-2.8,53.4,8.4,HIGH,WEATHER_FEED_2,2026-05-05 06:50:00
2026-05-05,SOUTH,15.0,50.5,1.3,LOW,WEATHER_FEED_2,2026-05-05 07:00:00
2026-05-05,SOUTH,17.0,21.5,7.8,LOW,WEATHER_FEED_2,2026-05-05 07:10:00
2026-05-05,SOUTH,14.0,36.5,7.8,MEDIUM,WEATHER_FEED_2,2026-05-05 07:20:00
2026-05-05,SOUTH,26.9,25.4,0.1,MEDIUM,WEATHER_FEED_2,2026-05-05 07:30:00
2026-05-05,SOUTH,3.1,41.8,6.7,HIGH,WEATHER_FEED_2,2026-05-05 07:40:00
2026-05-05,SOUTH,14.4,26.2,4.7,HIGH,WEATHER_FEED_2,2026-05-05 07:50:00
2026-05-05,SOUTH,14.8,29.0,4.1,LOW,WEATHER_FEED_2,2026-05-05 08:00:00
2026-05-05,SOUTH,11.4,18.4,11.0,LOW,WEATHER_FEED_2,2026-05-05 08:10:00
